ID,Тип,Артикул,"GTIN, UPC, EAN или ISBN",Имя,Опубликован,Рекомендуемый?,"Видимость в каталоге","Краткое описание",Описание,"Дата начала действия скидки","Дата окончания действия скидки","Статус налога","Налоговый класс",Наличие,Запасы,"Величина малых запасов","Возможен ли предзаказ?","Продано индивидуально?","Вес (кг)","Длина (см)","Ширина (см)","Высота (см)","Разрешить отзывы от клиентов?","Примечание к покупке","Акционная цена","Базовая цена",Категории,Метки,"Класс доставки",Изображения,"Лимит скачивания","Дней срока скачивания",Родительский,"Сгруппированные товары",Апсэлы,Кросселы,"Внешний URL","Текст кнопки",Позиция,Бренды,"Название атрибута 1","Значения атрибутов 1","Видимость атрибута 1","Глобальный атрибут 1","Мета: ocean_post_layout","Мета: ocean_sidebar","Мета: ocean_second_sidebar","Мета: ocean_disable_margins","Мета: ocean_display_top_bar","Мета: ocean_display_header","Мета: ocean_center_header_left_menu","Мета: ocean_custom_header_template","Мета: ocean_header_custom_menu","Мета: ocean_menu_typo_font_family","Мета: ocean_custom_footer_template","Мета: _wc_gla_synced_at","Мета: _wc_gla_sync_status","Мета: _wc_gla_visibility","Мета: _wapl_label_type","Мета: _wapl_label_text","Мета: _wapl_label_style","Мета: _wapl_label_align","Мета: _wapl_custom_bg_color","Мета: _wapl_custom_text_color","Мета: _wapl_label_exclude","Мета: _wp_page_template","Мета: _yoast_indexnow_last_ping","Мета: send_coupons_on_renewals","Мета: _woovr_active","Мета: ekit_post_views_count","Мета: _siteseo_robots_primary_cat","Мета: _siteseo_redirections_type","Мета: _siteseo_redirections_logged_status","Мета: ocean_disable_title","Мета: ocean_disable_heading","Мета: ocean_disable_breadcrumbs","Мета: ocean_display_footer_widgets","Мета: ocean_display_footer_bottom","Мета: _wcj_product_addons_per_product_settings_enabled","Мета: _wcj_product_addons_per_product_total_number","Мета: _wcj_product_addons_per_product_enabled_1","Мета: _wcj_product_addons_per_product_enable_by_variation_1","Мета: _wcj_product_addons_per_product_type_1","Мета: _wcj_product_addons_per_product_title_1","Мета: _wcj_product_addons_per_product_label_1","Мета: _wcj_product_addons_per_product_price_1","Мета: _wcj_product_addons_per_product_tooltip_1","Мета: _wcj_product_addons_per_product_default_1","Мета: _wcj_product_addons_per_product_placeholder_1","Мета: _wcj_product_addons_per_product_class_1","Мета: _wcj_product_addons_per_product_required_1","Мета: _wcj_product_addons_per_product_qty_1","Мета: _wcj_product_addons_per_product_enabled_2","Мета: _wcj_product_addons_per_product_enable_by_variation_2","Мета: _wcj_product_addons_per_product_type_2","Мета: _wcj_product_addons_per_product_title_2","Мета: _wcj_product_addons_per_product_label_2","Мета: _wcj_product_addons_per_product_price_2","Мета: _wcj_product_addons_per_product_tooltip_2","Мета: _wcj_product_addons_per_product_default_2","Мета: _wcj_product_addons_per_product_placeholder_2","Мета: _wcj_product_addons_per_product_class_2","Мета: _wcj_product_addons_per_product_required_2","Мета: _wcj_product_addons_per_product_qty_2","Мета: _last_editor_used_jetpack","Мета: _yoast_wpseo_content_score","Мета: _yoast_wpseo_estimated-reading-time-minutes","Мета: _wp_old_date","Мета: wpcvt_name","Мета: wpcvt_image","Мета: woovr_name","Мета: woovr_image","Мета: woovr_image_id","Мета: _yoast_wpseo_focuskeywords","Мета: _yoast_wpseo_keywordsynonyms","Мета: _yith_wcbm_badge_from_date","Мета: _yith_wcbm_badge_to_date","Мета: _yith_wcbm_badge_schedule","Мета: berocket_post_order","Мета: _yoast_wpseo_focuskw","Мета: _yoast_wpseo_metadesc","Мета: _yoast_wpseo_linkdex","Мета: _yoast_wpseo_title","Атрибут 1 по умолчанию"
15468,variable,15468,,Гранд,1,0,visible,,"<div>Сливочный соус, зелень, моцарелла, креветка, лосось с/с, мидии, сыр дор блю, томат, лимон.</div>\n\n<div></div>",,,taxable,,1,,,0,0,,,,,0,,,,Пицца,"Ветчина, Вкусная Пицца в Жодино, Доставка Пиццы, курица, перец болгарский, Пицца, шампиньоны",,https://soho.by/wp-content/uploads/2024/07/гранд.webp,,,,,"15475, 15458","15323, 15325, 15324",,,221,,Размер,"30см, 30см+ Сырный борт, 40см, 40см. +Сырный борт",1,1,full-screen,0,0,on,off,off,0,0,0,0,0,1647182919,synced,sync-and-show,,,,,,,,default,1737097678,no,default,728,,,,on,default,default,off,default,no,2,yes,,radio,"Сырный борт32см.",,3.50,,,,,no,,no,,checkbox,"Сырный борт 40см.",,4.50,,,,,no,,,,,2024-03-18,,,,,,,,,,,,,,,,
15469,variation,15469,,"Гранд - 30см",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,55,,,,,,,15468,,,"15323, 15325, 15324",,,1,,Размер,30см,,1,,,,,,,,,,,,1647182919,synced,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15470,variation,15470,,"Гранд - 40см",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,90,,,,,,,15468,,,"15323, 15325, 15324",,,3,,Размер,40см,,1,,,,,,,,,,,,1647182919,synced,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15471,variation,15471,,"Гранд - 30см+ Сырный борт",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,59,,,,,,,15468,,,"15323, 15325, 15324",,,2,,Размер,"30см+ Сырный борт",,1,,,,,,,,,,,,1647182919,synced,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15472,variation,15472,,"Гранд - 40см. +Сырный борт",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,95,,,,,,,15468,,,"15323, 15325, 15324",,,4,,Размер,"40см. +Сырный борт",,1,,,,,,,,,,,,1647182919,synced,,label,,red,none,#D9534F,#fff,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15475,variable,15475,,Беллиссимо,1,0,visible,,"<div>Сливочный соус, моцарелла, лосось с/с, томат, цукини, сливки, пармезан, лимон.</div>\n\n<div></div>",,,taxable,,1,,,0,0,,,,,0,,,,Пицца,"Доставка в Смолевичах, пармезан, пицца в Смолнвичах, форель",,https://soho.by/wp-content/uploads/2024/07/белиссимо.webp,,,,,"15468, 15458","15323, 15325, 15324",,,221,,Размер,"30см, 30см+ Сырный борт, 40см, 40см. +Сырный борт",1,1,full-screen,0,0,on,off,off,0,0,0,0,0,1647182919,synced,sync-and-show,,,,,,,,default,1737097611,no,default,750,,,,on,default,default,off,default,no,2,yes,,radio,"Сырный борт32см.",,3.50,,,,,no,,no,,checkbox,"Сырный борт 40см.",,4.50,,,,,no,,,,,2024-03-18,,,,,,,,,,,,,,,,
15476,variation,15476,,"Беллиссимо - 30см",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,39,,,,,,,15475,,,"15323, 15325, 15324",,,1,,Размер,30см,,1,,,,,,,,,,,,1647182919,synced,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15477,variation,15477,,"Беллиссимо - 40см",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,80,,,,,,,15475,,,"15323, 15325, 15324",,,3,,Размер,40см,,1,,,,,,,,,,,,1647182919,synced,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15478,variation,15478,,"Беллиссимо - 30см+ Сырный борт",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,43,,,,,,,15475,,,"15323, 15325, 15324",,,2,,Размер,"30см+ Сырный борт",,1,,,,,,,,,,,,1647182919,synced,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15479,variation,15479,,"Беллиссимо - 40см. +Сырный борт",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,85,,,,,,,15475,,,"15323, 15325, 15324",,,4,,Размер,"40см. +Сырный борт",,1,,,,,,,,,,,,1647182919,synced,,label,,red,none,#D9534F,#fff,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15694,variable,15694,,"Шашлычная пицца",1,0,visible,"<div>Сыр Пармезан, сыр Сливочный, сыр ДорБлю, сыр Моцарелла,томатный соус, специи.</div>\n<div>Вес: 28см.- 260 гр.</div>\n<div>Вес: 32см.- 390 гр.</div>\n<div>Вес: 40см.- 640 гр.</div>","<div>Соус гриль,моцарелла,филе кур.бекон,лук мар.,огурец марин.,колбаски охотничьи,зелень.</div>\n<div></div>",,,taxable,,1,,,0,0,,,,,0,,,,Пицца,"Ветчина, Вкусная Пицца в Жодино, Доставка Пиццы, курица, перец болгарский, Пицца, шампиньоны",,https://soho.by/wp-content/uploads/2024/07/шашлычная.webp,,,,,15475,"15323, 15325, 15324",,,221,,Размер,"30см, 30см+ Сырный борт, 40см, 40см. +Сырный борт",1,1,full-screen,0,0,on,off,off,0,0,0,0,0,1647182919,synced,sync-and-show,,,,,,,,default,1768759196,no,default,944,15,301,both,on,default,default,off,default,no,2,yes,,radio,"Сырный борт32см.",,3.50,,,,,no,,no,,checkbox,"Сырный борт 40см.",,4.50,,,,,no,,,,,2024-03-18,,,,,,,,,,,,,,,,
15695,variation,15695,,"Шашлычная пицца - 30см",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28,,,,,,,15694,,,"15323, 15325, 15324",,,1,,Размер,30см,,1,,,,,,,,,,,,1647182919,synced,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15696,variation,15696,,"Шашлычная пицца - 40см",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,48,,,,,,,15694,,,"15323, 15325, 15324",,,3,,Размер,40см,,1,,,,,,,,,,,,1647182919,synced,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15697,variation,15697,,"Шашлычная пицца - 30см+ Сырный борт",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,32,,,,,,,15694,,,"15323, 15325, 15324",,,2,,Размер,"30см+ Сырный борт",,1,,,,,,,,,,,,1647182919,synced,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15698,variation,15698,,"Шашлычная пицца - 40см. +Сырный борт",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,53,,,,,,,15694,,,"15323, 15325, 15324",,,4,,Размер,"40см. +Сырный борт",,1,,,,,,,,,,,,1647182919,synced,,label,,red,none,#D9534F,#fff,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15699,variable,15699,,"Цезарь Пицца",1,0,visible,,"<div>Соус чесночный,моцарелла,филе курин.,томат,айсберг,пармезан,гренки</div>\n\n<div></div>",,,taxable,,1,,,0,0,,,,,0,,,,Пицца,"Ветчина, Вкусная Пицца в Жодино, Доставка Пиццы, курица, перец болгарский, Пицца, шампиньоны",,https://soho.by/wp-content/uploads/2024/08/цезарь.jpg,,,,,"15468, 15694","15323, 15325, 15324",,,221,,Размер,"30см, 30см+ Сырный борт, 40см, 40см. +Сырный борт",1,1,full-screen,0,0,on,off,off,0,0,0,0,0,1647182919,synced,sync-and-show,,,,,,,,default,1737097435,no,default,775,,,,on,default,default,off,default,no,2,yes,,radio,"Сырный борт32см.",,3.50,,,,,no,,no,,checkbox,"Сырный борт 40см.",,4.50,,,,,no,,,,,2024-03-18,,,,,,,,,,,,,,,,
15700,variation,15700,,"Цезарь Пицца - 30см",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28,,,,,,,15699,,,"15323, 15325, 15324",,,1,,Размер,30см,,1,,,,,,,,,,,,1647182919,synced,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15701,variation,15701,,"Цезарь Пицца - 40см",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"44,00",,,,,,,15699,,,"15323, 15325, 15324",,,2,,Размер,40см,,1,,,,,,,,,,,,1647182919,synced,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15702,variation,15702,,"Цезарь Пицца - 30см+ Сырный борт",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,32,,,,,,,15699,,,"15323, 15325, 15324",,,3,,Размер,"30см+ Сырный борт",,1,,,,,,,,,,,,1647182919,synced,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15703,variation,15703,,"Цезарь Пицца - 40см. +Сырный борт",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,52,,,,,,,15699,,,"15323, 15325, 15324",,,4,,Размер,"40см. +Сырный борт",,1,,,,,,,,,,,,1647182919,synced,,label,,red,none,#D9534F,#fff,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15755,variable,15755,,"ЧИКЕН BBQ Пицца",1,0,visible,,"<div>Соус барбекю, моцарелла ,филе куриое, сыр чеддер, перец болгарский, томат, зелень.</div>\n\n<div></div>",,,taxable,,1,,,0,0,,,,,0,,,,Пицца,"Ветчина, Вкусная Пицца в Жодино, Доставка Пиццы, курица, перец болгарский, Пицца, шампиньоны",,https://soho.by/wp-content/uploads/2024/08/Чикен-BBQ.webp,,,,,"15468, 15699, 15694","15323, 15325, 15324",,,221,,Размер,"30см, 30см+ Сырный борт, 40см, 40см. +Сырный борт",1,1,full-screen,0,0,on,off,off,0,0,0,0,0,1647182919,synced,sync-and-show,,,,,,,,default,1737097387,no,default,759,,,,on,default,default,off,default,no,2,yes,,radio,"Сырный борт32см.",,3.50,,,,,no,,no,,checkbox,"Сырный борт 40см.",,4.50,,,,,no,,,,,2024-03-18,,,,,,,,,,,,,,,,
